"ocid","release_id","id","title","description","status","procuringEntity_id","procuringEntity_name","value_amount","value_currency","procurementMethod","procurementMethodDetails","mainProcurementCategory","awardCriteria","tenderPeriod_startDate","tenderPeriod_endDate","tenderPeriod_maxExtentDate","tenderPeriod_durationInDays","enquiryPeriod_startDate","enquiryPeriod_endDate","enquiryPeriod_maxExtentDate","enquiryPeriod_durationInDays","hasEnquiries","eligibilityCriteria","awardPeriod_startDate","awardPeriod_endDate","awardPeriod_maxExtentDate","awardPeriod_durationInDays","numberOfTenderers"
"ocds-5wno2w-RE-PU-GADPE-2025-01-32109","RE-PU-GADPE-2025-01-32109-2025-08-12T22:33:23.461Z-compiled","RE-PU-GADPE-2025-01-32109","RE-PU-GADPE-2025-01-32109","SERVICIO DE MANTENIMIENTO PREVENTIVO DE VEHICULOS PESADOS DE LA MARCA DONGFENG","active","EC-RUC-0860000160001-32109","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS","64157.80","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-23T18:00:00-05:00","2025-06-26T14:00:00-05:00","2025-06-26T14:00:00-05:00","2","2025-06-23T18:00:00-05:00","","","","TRUE","Experiencia,Cumplimiento Especificaciones","","2025-07-25T17:00:00-05:00","2025-07-25T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HEJCA-2025-185-87497","RE-PU-HEJCA-2025-185-87497-2025-08-12T22:33:24.050Z-compiled","RE-PU-HEJCA-2025-185-87497","RE-PU-HEJCA-2025-185-87497","ADQUISICIÓN DE FIBRA ÓPTICA PARA USO DE EQUIPO LASER HOLMIO","complete","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","53239.68","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-23T20:00:00-05:00","2025-06-27T09:00:00-05:00","2025-06-27T09:00:00-05:00","3","2025-06-23T20:00:00-05:00","","","","","Otros Parámetros de Calificación","","2025-07-03T20:00:00-05:00","2025-07-03T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HCAM-2025-021-54651","RE-PU-HCAM-2025-021-54651-2025-08-13T17:36:50.024Z-compiled","RE-PU-HCAM-2025-021-54651","RE-PU-HCAM-2025-021-54651","ADQUISICIÓN DEL MEDICAMENTO AFLIBERCEPT LIQUIDO PARENTERAL 40 MG/ML CJ X VIALES X 100 UL PARA LA UNIDAD TÉCNICA DE FARMACIA HOSPITALARIA","active","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","251700.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-23T18:30:00-05:00","2025-07-01T08:00:00-05:00","2025-07-01T08:00:00-05:00","7","2025-06-23T18:30:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-07-14T19:00:00-05:00","2025-07-14T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UTMACH-2025-004-60177","RE-PU-UTMACH-2025-004-60177-2025-07-10T17:27:54.098Z-compiled","RE-PU-UTMACH-2025-004-60177","RE-PU-UTMACH-2025-004-60177","ADQUISICIÓN DE REACTIVOS DE LABORATORIO PARA EXÁMENES OCUPACIONALES A LOS  SERVIDORES DE LA UTMACH","active","EC-RUC-0760001580001-60177","Universidad Tecnica de Machala","4979.65","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-11T15:00:00-05:00","2025-06-17T15:00:00-05:00","2025-06-17T15:00:00-05:00","6","2025-06-11T15:00:00-05:00","","","","","Experiencia General,Experiencia Específica","","2025-06-20T15:00:00-05:00","2025-06-20T15:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-PN-SZSDT-2025-00001-13416","RE-PU-PN-SZSDT-2025-00001-13416-2025-09-03T19:14:52.543Z-compiled","RE-PU-PN-SZSDT-2025-00001-13416","RE-PU-PN-SZSDT-2025-00001-13416","SERVICIO DE MANTENIMIENTO CORRECTIVO NO CONTEMPLADO EN LA TICKETERA ORIGINAL PARA LOS VEHÍCULOS TIPO PATRULLERO MARCA KIA QUE SE ENCUENTRAN BAJO GARANTÍA TÉCNICA DE FÁBRICA, ASIGNADOS A LA SUBZONA SANTO DOMINGO DE LOS TSÁCHILAS","complete","EC-RUC-1768063620001-13416","SUBZONA SANTO DOMINGO DE LOS TSACHILAS","150000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-23T19:00:00-05:00","2025-06-30T17:00:00-05:00","2025-06-30T17:00:00-05:00","6","2025-06-23T19:00:00-05:00","","","","","Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica","","2025-07-11T19:30:00-05:00","2025-07-11T19:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-ETAPA-2025-04-312203","RE-PU-ETAPA-2025-04-312203-2025-07-15T17:03:07.815Z-compiled","RE-PU-ETAPA-2025-04-312203","RE-PU-ETAPA-2025-04-312203","ADQUISICIÓN DE EQUIPOS E INSUMOS PARA LA REPOTENCIACION DELSISTEMA DE TURNOS QMATIC","active","EC-RUC-0160050020001-312203","Empresa Pública Municipal de Telecomunicaciones, Agua Potable, Alcantarillado y Saneamiento de Cuenca ETAPA EP","20181.90","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-24T16:45:00-05:00","2025-07-01T08:00:00-05:00","2025-07-01T08:00:00-05:00","6","2025-06-24T16:45:00-05:00","","","","","Otros Parámetros de Calificación,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-07-16T16:45:00-05:00","2025-07-16T16:45:00-05:00","","1"
"ocds-5wno2w-RE-PU-HGSF-2025-002-390394","RE-PU-HGSF-2025-002-390394-2025-08-12T22:33:29.765Z-compiled","RE-PU-HGSF-2025-002-390394","RE-PU-HGSF-2025-002-390394","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO INCLUIDO POSIBLES REPUESTOS DEL SISTEMA DE LLAMADO DE ENFERMERAS DEL HOSPITAL GENERAL SAN FRANCISCO","active","EC-RUC-1768161120001-390394","HOSPITAL GENERAL- SAN FRANCISCO","121892.44","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-25T10:00:00-05:00","2025-07-02T10:00:00-05:00","2025-07-02T10:00:00-05:00","7","2025-06-25T10:00:00-05:00","","","","TRUE","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico","","2025-07-10T15:00:00-05:00","2025-07-10T15:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-IKIAM-2025-003-599302","RE-PU-IKIAM-2025-003-599302-2025-07-05T17:51:08.477Z-compiled","RE-PU-IKIAM-2025-003-599302","RE-PU-IKIAM-2025-003-599302","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO YCORRECTIVO DE EQUIPOS DE LABORATORIOS PRODUCTOS NATURALESY BIOLOGÍA MOLECULAR INV. DE LA URAI","active","EC-RUC-1768182040001-599302","UNIVERSIDAD REGIONAL AMAZÓNICA IKIAM","69403.08","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-24T15:00:00-05:00","2025-06-30T15:00:00-05:00","2025-06-30T15:00:00-05:00","6","2025-06-24T15:00:00-05:00","","","","TRUE","Garantía Técnica,Equipo Propuesto,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-07-10T18:00:00-05:00","2025-07-10T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UTB-2025-001-86764","RE-PU-UTB-2025-001-86764-2025-07-12T17:13:46.065Z-compiled","RE-PU-UTB-2025-001-86764","RE-PU-UTB-2025-001-86764","CONTRATACIÓN DE SERVICIO DE BIBLIOTECAS VIRTUALES CONHERRAMIENTA GENERADORA DE REPORTES ESTADISTICOS DETALLADOSPARA LA UNIVERSIDAD TÉCNICA DE BABAHOYO 2025","active","EC-RUC-1260001110001-86764","UNIVERSIDAD TECNICA DE BABAHOYO","57000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-18T19:00:00-05:00","2025-06-20T19:00:00-05:00","2025-06-20T19:00:00-05:00","2","2025-06-18T19:00:00-05:00","","","","","Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","","2025-06-27T19:00:00-05:00","2025-06-27T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-ESPOL-2025-006-26822","RE-PU-ESPOL-2025-006-26822-2025-08-12T22:33:33.307Z-compiled","RE-PU-ESPOL-2025-006-26822","RE-PU-ESPOL-2025-006-26822","CONTRATACIÓN DE LA SUSCRIPCIÓN A PLATAFORMAS DIGITALES POR MEDIO DEPROQUEST: PROQUEST CENTRAL + PRISMA Y PROQUEST EBOOK CENTRALACADEMIC COMPLETE PARA EL CENTRO DE INFORMACIÓN BIBLIOTECARIO – CIB DELA ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL","active","EC-RUC-0960002780001-26822","Escuela Superior Politécnica del Litoral","16947.99","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-25T16:30:00-05:00","2025-07-07T09:00:00-05:00","2025-07-07T09:00:00-05:00","11","2025-06-25T16:30:00-05:00","","","","","Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Garantía Técnica,Experiencia Específica","","2025-07-11T10:00:00-05:00","2025-07-11T10:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-MDMQ-2025-46001-41357","RE-PU-MDMQ-2025-46001-41357-2025-08-20T18:23:50.284Z-compiled","RE-PU-MDMQ-2025-46001-41357","RE-PU-MDMQ-2025-46001-41357","Contratación del MantenimientoPreventivo y Correctivo del Sistema de Aires Acondicionados del Data Center de laSecretaría de Gobierno Digital y Tecnologías de la Información y Comunicaciones","active","EC-RUC-1760003410001-41357","GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO","23193.33","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-25T16:00:00-05:00","2025-07-03T16:00:00-05:00","2025-07-03T16:00:00-05:00","8","2025-06-25T16:00:00-05:00","","","","","Otros Parámetros de Calificación,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-07-15T17:00:00-05:00","2025-07-15T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CMIEZ-2025-001-84961","RE-PU-CMIEZ-2025-001-84961-2025-08-21T18:41:52.445Z-compiled","RE-PU-CMIEZ-2025-001-84961","RE-PU-CMIEZ-2025-001-84961","CONTRATACIÓN MANTENIMIENTO UPS COMPUTER POWER DEL CENTRO DE SALUD C - MATERNO INFANTIL Y EMERGENCIAS - ZARUMA PERIODO 2025","complete","EC-RUC-0760040130001-84961","CENTRO DE SALUD C - MATERNO INFANTIL Y EMERGENCIAS - ZARUMA","2480.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-25T19:00:00-05:00","2025-07-03T15:00:00-05:00","2025-07-03T15:00:00-05:00","7","2025-06-25T19:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-07-07T18:00:00-05:00","2025-07-07T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-SZGALAPAGOS-2025-001-183854","RE-PU-SZGALAPAGOS-2025-001-183854-2025-07-12T17:16:50.149Z-compiled","RE-PU-SZGALAPAGOS-2025-001-183854","RE-PU-SZGALAPAGOS-2025-001-183854","SERVICIO DE MANTENIMIENTO CORRECTIVO DE FLOTA VEHICULAR MARCA KIA DE LA SUBZONA GALÁPAGOS INCLUYE REPUESTOS Y ACCESORIOS","active","EC-RUC-2060015340001-183854","SUBZONA GALAPAGOS","17088.50","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-25T15:00:00-05:00","2025-07-01T15:00:00-05:00","2025-07-01T15:00:00-05:00","6","2025-06-25T15:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-07-08T16:00:00-05:00","2025-07-08T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UTMACH-2025-006-60177","RE-PU-UTMACH-2025-006-60177-2025-07-15T17:01:04.977Z-compiled","RE-PU-UTMACH-2025-006-60177","RE-PU-UTMACH-2025-006-60177","SUSCRIPCIÓN DE LA LICENCIA DEL SERVIDOR PROXY Y ANALYTICS PROXY PARA LA BIBLIOTECA GENERAL DE LA UNIVERSIDAD TÉCNICA DE MACHALA","active","EC-RUC-0760001580001-60177","Universidad Tecnica de Machala","9000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-25T15:00:00-05:00","2025-07-01T15:00:00-05:00","2025-07-01T15:00:00-05:00","6","2025-06-25T15:00:00-05:00","","","","","Experiencia General,Experiencia Específica","","2025-07-04T16:00:00-05:00","2025-07-04T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-MIMG-2025-003-44856","RE-PU-MIMG-2025-003-44856-2025-07-22T17:04:48.566Z-compiled","RE-PU-MIMG-2025-003-44856","RE-PU-MIMG-2025-003-44856","CONTRATACIÓN DEL SERVICIO DE LOGÍSTICA Y PRESENCIA DE MARCA DE LA FERIA GASTRONÓMICA RAÍCES","active","EC-RUC-0960000220001-44856","Municipalidad de Guayaquil","95005.96","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-25T17:00:00-05:00","2025-06-27T13:00:00-05:00","2025-06-27T13:00:00-05:00","1","2025-06-25T17:00:00-05:00","","","","TRUE","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Personal Técnico,Experiencia General,Experiencia Específica","","2025-07-09T17:00:00-05:00","2025-07-09T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UTN-2025-06-83514","RE-PU-UTN-2025-06-83514-2025-09-25T18:56:17.485Z-compiled","RE-PU-UTN-2025-06-83514","RE-PU-UTN-2025-06-83514","CONTRATACION DEL SERVICIO DE ACCESO A LA RED AVANZADA DE INVESTIGACION Y ACADEMIA PARA LA UNIVERSIDAD TECNICA DEL NORTE","active","EC-RUC-1060001070001-83514","Universidad Técnica del Norte","297560.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-25T18:00:00-05:00","2025-07-02T10:30:00-05:00","2025-07-02T10:30:00-05:00","6","2025-06-25T18:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-07-14T17:30:00-05:00","2025-07-14T17:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-EPMAPS-2025-002-258814","RE-PU-EPMAPS-2025-002-258814-2025-07-17T17:04:03.037Z-compiled","RE-PU-EPMAPS-2025-002-258814","RE-PU-EPMAPS-2025-002-258814","MANTENIMIENTO DE SOFTWARE DE SEGUROS","active","EC-RUC-1768154260001-258814","Empresa Pública Metropolitana de Agua Potable y Saneamiento","14000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-26T16:45:00-05:00","2025-07-04T10:00:00-05:00","2025-07-04T10:00:00-05:00","7","2025-06-26T16:45:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación","","2025-07-22T16:45:00-05:00","2025-07-22T16:45:00-05:00","","1"
"ocds-5wno2w-RE-PU-ELEPCOSA-2025-018-32043","RE-PU-ELEPCOSA-2025-018-32043-2025-08-12T22:33:38.019Z-compiled","RE-PU-ELEPCOSA-2025-018-32043","RE-PU-ELEPCOSA-2025-018-32043","RENOVACION DEL SERVICIO EN LA NUBE DE GESTION DOCUMENTAL E DOC MANAGER","active","EC-RUC-0590042110001-32043","EMPRESA ELECTRICA PROVINCIAL COTOPAXI S.A.","23892.23","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-26T18:00:00-05:00","2025-07-03T11:00:00-05:00","2025-07-03T11:00:00-05:00","6","2025-06-26T18:00:00-05:00","","","","","Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-07-31T17:00:00-05:00","2025-07-31T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-ESPOCH-2025-10-53390","RE-PU-ESPOCH-2025-10-53390-2025-08-12T22:33:33.157Z-compiled","RE-PU-ESPOCH-2025-10-53390","RE-PU-ESPOCH-2025-10-53390","CONTRATACIÓN A LA SUSCRIPCION DE LA BASE DE DATOS VLEX","active","EC-RUC-0660001250001-53390","ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO","9954.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-26T18:00:00-05:00","2025-07-01T09:00:00-05:00","2025-07-01T09:00:00-05:00","4","2025-06-26T18:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-07-11T18:00:00-05:00","2025-07-11T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-GADC-2025-24106-2616","RE-PU-GADC-2025-24106-2616-2025-08-12T22:33:35.717Z-compiled","RE-PU-GADC-2025-24106-2616","RE-PU-GADC-2025-24106-2616","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA VEHÍCULOS PESADOS IVECO PROPIEDAD DEL GAD MUNICIPAL DEL CANTÓN CUENCA","active","EC-RUC-0160000270001-2616","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUENCA","173311.89","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-26T13:00:00-05:00","2025-07-04T13:00:00-05:00","2025-07-04T13:00:00-05:00","8","2025-06-26T13:00:00-05:00","","","","","Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Instrumentos y equipos disponibles","","2025-07-14T12:00:00-05:00","2025-07-14T12:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-GADMCPZ-2025-013-2345","RE-PU-GADMCPZ-2025-013-2345-2025-08-15T17:45:58.990Z-compiled","RE-PU-GADMCPZ-2025-013-2345","RE-PU-GADMCPZ-2025-013-2345","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA VOLQUETES 12 Y 8 M3 MARCA SINOTRUCK MODELO HOWO T5G ZZ1167N501GC1R AC 6.9 2P 4X2 TM DIESEL CON VIGENCIA TECNOLÓGICA Y GARANTÍA TÉCNICA DEL FABRICANTE, PERTENECIENTES AL GADM-PASTAZA","active","EC-RUC-1660000250001-2345","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PASTAZA","95883.75","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-26T12:00:00-05:00","2025-07-02T17:00:00-05:00","2025-07-02T17:00:00-05:00","6","2025-06-26T12:00:00-05:00","","","","","Oferta Económica,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico","","2025-07-08T18:00:00-05:00","2025-07-08T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HCAM-2025-022-54651","RE-PU-HCAM-2025-022-54651-2025-08-22T18:41:36.672Z-compiled","RE-PU-HCAM-2025-022-54651","RE-PU-HCAM-2025-022-54651","MANTENIMIENTO PREVENTIVO YCORRECTIVO PARA LOS EQUIPOS DE REHABILITACIÓN PERTENECIENTES AL HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","active","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","168103.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-26T19:30:00-05:00","2025-07-03T08:00:00-05:00","2025-07-03T08:00:00-05:00","6","2025-06-26T19:30:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-07-16T19:00:00-05:00","2025-07-16T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HPAS-2025-003-29340","RE-PU-HPAS-2025-003-29340-2025-10-06T19:35:54.362Z-compiled","RE-PU-HPAS-2025-003-29340","RE-PU-HPAS-2025-003-29340","ADQUISICIÓN DEL MEDICAMENTO GUSELKUMAB LÍQUIDO PARENTERAL 100 MG/ML CAJA X JERINGAS/PLUMAS  RELLENADAS PARA ABASTECER AL HOSPITAL PROVINCIAL GENERAL PABLO ARTURO SUÁREZ","active","EC-RUC-1768033550001-29340","HOSPITAL PROVINCIAL GENERAL PABLO ARTURO SUAREZ","32826.15","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-26T20:00:00-05:00","2025-07-03T10:00:00-05:00","2025-07-03T10:00:00-05:00","6","2025-06-26T20:00:00-05:00","","","","","Plazo de Entrega,Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Garantía Técnica","","2025-07-11T20:00:00-05:00","2025-07-11T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-SEPS-2025-001-411160","RE-PU-SEPS-2025-001-411160-2025-07-18T17:01:57.389Z-compiled","RE-PU-SEPS-2025-001-411160","RE-PU-SEPS-2025-001-411160","Contratación de garantía, soporte técnico y actualización de la base de datos transaccional de la Superintendencia de Economía Popular y Solidaria.","active","EC-RUC-1768164730001-411160","SUPERINTENDENCIA DE ECONOMIA POPULAR Y SOLIDARIA","11609.94","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-26T14:00:00-05:00","2025-07-02T15:00:00-05:00","2025-07-02T15:00:00-05:00","6","2025-06-26T14:00:00-05:00","","","","","Oferta Económica,Cumplimiento Especificaciones","","2025-07-08T18:00:00-05:00","2025-07-08T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UC-2025-001-30951","RE-PU-UC-2025-001-30951-2025-08-12T22:33:38.747Z-compiled","RE-PU-UC-2025-001-30951","RE-PU-UC-2025-001-30951","ADQUISICIÓN, INSTALACIÓN, INTEGRACIÓN Y PUESTA EN FUNCIONAMIENTO DE UN SISTEMA DE CAMARAS DE SEGURIDAD Y VIGILANCIA PARA LOS CAMPUS UNIVERSITARIOS DE LA UNIVERSIDAD DE CUENCA","active","EC-RUC-0160001240001-30951","UNIVERSIDAD DE CUENCA","126415.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-26T19:00:00-05:00","2025-07-03T10:00:00-05:00","2025-07-03T10:00:00-05:00","6","2025-06-26T19:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia Personal Técnico","","2025-07-10T18:00:00-05:00","2025-07-10T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-ESPOL-2025-005-26822","RE-PU-ESPOL-2025-005-26822-2025-08-30T19:07:35.004Z-compiled","RE-PU-ESPOL-2025-005-26822","RE-PU-ESPOL-2025-005-26822","CONTRATACIÓN DEL SERVICIO DE ACCESO Y USO DE UNA BASE DE DATOS DE TEXTO COMPLETO CIENTÍFICA ESPECIALIZADA EN INGENIERÍA CIVIL, PARA EL CENTRO DE INFORMACIÓNBIBLIOTECARIO – CIB DE LA ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL ESPOL","active","EC-RUC-0960002780001-26822","Escuela Superior Politécnica del Litoral","8067.82","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-27T16:30:00-05:00","2025-07-08T09:00:00-05:00","2025-07-08T09:00:00-05:00","10","2025-06-27T16:30:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia Específica","","2025-07-22T16:30:00-05:00","2025-07-22T16:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-DIGMAT-2025-007-2465","RE-PU-DIGMAT-2025-007-2465-2025-07-15T17:01:06.305Z-compiled","RE-PU-DIGMAT-2025-007-2465","RE-PU-DIGMAT-2025-007-2465","SERVICIO DE MANTENIMIENTO ANUAL DE LOS PURIFICADORES DE DIESEL Y JP1 DE CORMAN Y CORLOJ","complete","EC-RUC-1768011230001-2465","DIGMAT","37600.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-27T17:30:00-05:00","2025-07-03T12:00:00-05:00","2025-07-03T12:00:00-05:00","5","2025-06-27T17:30:00-05:00","","","","","Experiencia,Equipo Propuesto,Personal Técnico,Experiencia Personal Técnico","","2025-07-08T14:00:00-05:00","2025-07-08T14:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EMAPASR-EP-2025-01-275027","RE-PU-EMAPASR-EP-2025-01-275027-2025-07-05T17:46:22.814Z-compiled","RE-PU-EMAPASR-EP-2025-01-275027","RE-PU-EMAPASR-EP-2025-01-275027","MANTENIMIENTO PREVENTIVO PARA CAMIÓN HIDROSUCCIONADOR ENTREGADO MEDIANTE COMODATO POR EL GAD MUNICIPAL SANTA ROSA A LA EMPRESA PUBLICA DE AGUA POTABLE Y ALCANTARILLADO DEL CANTÓN SANTA ROSA, EMAPASR-EP DE LA PROVINCIA DE EL ORO","active","EC-RUC-0760043740001-275027","EMPRESA PUBLICA DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON SANTA ROSA EMAPASR-EP","19164.80","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-12T17:00:00-05:00","2025-06-18T14:00:00-05:00","2025-06-18T14:00:00-05:00","5","2025-06-12T17:00:00-05:00","","","","","Otros Parámetros de Calificación,Garantía Técnica,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-06-24T15:00:00-05:00","2025-06-24T15:00:00-05:00","","1"
