"ocid","id","rationale","budget_id","budget_description","budget_amount","budget_currency"
"ocds-5wno2w-RE-PU-EPAAGE-MEJIA-2025-06-384004","RE-PU-EPAAGE-MEJIA-2025-06-384004-2025-08-14T17:45:42.859Z","MANTENIMIENTO DE LA VOLQUETAPROPIEDAD DE LA EPAAGE MEJÍA EP","6.3.04.04","","7841.15","USD"
"ocds-5wno2w-RE-PU-HG-IB-2025-004-3260","RE-PU-HG-IB-2025-004-3260-2025-08-14T17:48:06.223Z","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPO TOMOGRAFO DEL HOSPITAL GENERAL IBARRA HG-IB","530404","","15866.67","USD"
"ocds-5wno2w-RE-PU-HIESSRI-2025-003-2561","RE-PU-HIESSRI-2025-003-2561-2025-09-06T18:39:34.397Z-compiled","MANTENIMIENTO PREVENTIVO DE TRES ASCENSORES INCLUIDO REPUESTOS Y ACCESORIOS DE: SB30-2S60-7/7 2 ASCENSORES CAMILLEROS Y SC24-2S60-7/6 1 ASCENSOR DE ALIMENTACIÓN, UBICADOS EN HOSPITALIZACIÓN DEL HOSPITAL GENERAL RIOBAMBA","530402","","13288.59","USD"
"ocds-5wno2w-RE-PU-HAGP-2025-002-17993","RE-PU-HAGP-2025-002-17993-2025-09-29T18:59:26.369Z-compiled","ADQUISICIÓN DE MEDICAMENTOS PEMBROLIZUMAB LÍQUIDOPARENTERAL 25 MG/ML PARA EL TRATAMIENTO DE PACIENTES CON ENFERMEDADES CATASTRÓFICAS PARASEIS MESES PARA EL HOSPITAL DE ESPECIALIDADES ABEL GILBERT PONTON","2025.320.1192.0000.55.00.000.004.000.0901.530405.000000.001.0000.0000-","","170000.00","USD"
"ocds-5wno2w-RE-PU-HE-1-2025-166-43246","RE-PU-HE-1-2025-166-43246-2025-08-28T19:04:43.513Z-compiled","CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREVENTIVO URGENTE DE VEHICULO GRAN VITARA SZ DE PLACA PFL 3761 PERTENECIENTE AL HE1","2025.074.0000.0000.01.00.000.001.000.1701.530203.000000.001.0000.0000-","","2522.78","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-024-54651","RE-PU-HCAM-2025-024-54651-2025-08-30T19:07:46.356Z-compiled","ADQUISICIÓN DEL MEDICAMENTO ABEMACICLIBSOLIDO ORAL 150 MG CJ X BLISTES/RIST PARA LA UNIDAD TÉCNICA DE FARMACIA HOSPITALARIA","530809","","116726.40","USD"
"ocds-5wno2w-RE-PU-HAGP-2025-003-17993","RE-PU-HAGP-2025-003-17993-2025-09-23T18:59:04.776Z-compiled","ADQUISICIÓN DE MEDICAMENTOS PERTUZUMAB LÍQUIDO PARENTERAL 30 MG/ML, TRASTUZUMAB EMTANSINA SÓLIDO PARENTERAL 100 MG PARA EL TRATAMIENTO DE PACIENTES CON ENFERMEDADES CATASTRÓFICAS PARA SEIS MESES PARA EL HOSPITAL DE ESPECIALIDADES ABEL GILBERT PONTO","2025.320.1192.0000.90.00.000.005.000.0901.530104.000000.001.0000.0000-","","200227.89","USD"
"ocds-5wno2w-RE-PU-HAGP-2025-004-17993","RE-PU-HAGP-2025-004-17993-2025-09-25T18:57:33.447Z-compiled","ADQUISICIÓN DE MEDICAMENTOS OLAPARIB SÓLIDO ORAL 150 MG PARA ELTRATAMIENTO DE PACIENTES CON ENFERMEDADES CATASTRÓFICAS PARA SEIS MESES DEL HOSPITAL DEESPECIALIDADES ABEL GILBERT PONTON","2025.320.1192.0000.90.00.000.005.000.0901.530104.000000.001.0000.0000-","","88960.00","USD"
"ocds-5wno2w-RE-PU-SNMLCF-2025-004-772102","RE-PU-SNMLCF-2025-004-772102-2025-10-06T19:43:13.858Z-compiled","ADQUISICIÓN DE PRUEBAS FORENSES PARA LA  DETERMINACIÓN DE FLUIDOS BIOLÓGICOS DE LOS LABORATORIOS DEL SERVICIO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","2025.229.9999.0000.55.00.002.001.000.0601.730810.000000.202.8888.8888-052290000.0000.387971","","47967.00","USD"
"ocds-5wno2w-RE-PU-UNACH-2025-007-124774","RE-PU-UNACH-2025-007-124774-2025-08-15T17:46:11.370Z-compiled","CONTRATACIÓN DE ACCESO Y USO A LA BIBLIOTECA DIGITAL MAGISTERIO, PARAACTIVIDADES ACADÉMICAS Y DE INVESTIGACIÓN DE LA UNIVERSIDAD NACIONALDE CHIMBORAZO, AÑO 2025","2025.180.0000.0000.01.00.000.003.000.0601.530702.000000.001.0000.0000-","","5270.00","USD"
"ocds-5wno2w-RE-PU-UNAE-2025-009-607247","RE-PU-UNAE-2025-009-607247-2025-08-15T17:46:10.794Z-compiled","ACCESO A LA BASE DE DATOS ELIBRO PARA LA UNIVERSIDAD NACIONAL DE EDUCACIÓN","2025.088.9999.0000.83.00.000.002.000.0301.530702.000000.002.7001.0003-","","16900.00","USD"
"ocds-5wno2w-RE-PU-UIDH-2025-00002-215345","RE-PU-UIDH-2025-00002-215345-2025-09-11T19:53:02.740Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS CABEZALES Y CAMIÓN DEL CUARTEL MÓVIL DE LA DIRECCION NACIONAL DE CONTROL DE FRONTERAS","2025.052.0082.0000.91.00.000.001.000.1701.530405.000000.001.0000.0000-","","11519.40","USD"
"ocds-5wno2w-RE-PU-UNL-2025-008-4092","RE-PU-UNL-2025-008-4092-2025-09-18T19:28:50.438Z-compiled","ADQUISICIÓN DE LIBROS ELECTRÓNICOS DE DIGITALIA HISPÁNICA PARA LAS FACULTADES DE LA UNIVERSIDAD NACIONAL DE LOJA","2025.170.0000.0000.01.00.003.001.000.1101.731409.000000.003.0000.0000-91700000.682.2815","","27904.00","USD"
"ocds-5wno2w-RE-PU-SZE-2025-003-110642","RE-PU-SZE-2025-003-110642-2025-09-24T18:55:41.970Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS VEHÍCULOS TIPO CAMIONETAS 4X4 MARCA GREAT WALL MODELO POER POR VIGENCIA TECNOLÓGICA PERTENECIENTES A LA SUBZONA ESMERALDAS","2025.052.0018.0000.01.00.000.001.000.0801.530105.000000.001.0000.0000-","","27299.27","USD"
"ocds-5wno2w-RE-PU-UTN-2025-13-83514","RE-PU-UTN-2025-13-83514-2025-09-25T18:57:30.320Z-compiled","CONTRATACIÓN DEL SERVICIO PARA LA PROVISIÓN DE COMBUSTIBLE DIÉSEL 2 INDUSTRIAL PARA EL FUNCIONAMIENTO DE LOS CALDEROS DEL CUARTO DE MÁQUINAS DEL COMPLEJO ACUÁTICO, MAQUINARIA Y TRACTORES DE LA HACIENDA SANTA MÓNICA Y GRANJA EXPERIMENTAL LA PRADERA DE LA UNIVERSIDAD TÉCNICA DEL NORTE","2025.169.9999.0000.01.00.000.004.000.1001.530255.000000.001.0000.0000-","","17000.00","USD"
"ocds-5wno2w-RE-PU-CBR-2025-001-1073475","RE-PU-CBR-2025-001-1073475-2025-08-25T18:52:19.784Z-compiled","CONTRATACION DEL SERVICIO DE SOPORTE DEL SISTEMA CGWEB 2025-2026","CPP-CBR-2025-2026-017","","6900.00","USD"
"ocds-5wno2w-RE-PU-CZ1S-2025-001-423779","RE-PU-CZ1S-2025-001-423779-2025-10-16T20:06:19.964Z-compiled","ADQUISICIÓN DE MICROCUBETAS PARA LA TOMA DE HEMOGLOBINA CAPILAR A NIÑOS, NIÑAS DE 6 A 23 MESES DE EDAD Y GESTANTES – COORDINACIÓN ZONAL 1","2025.320.0051.0000.90.00.000.001.000.1001.530813.000000.001.0000.0000-","","92482.50","USD"
"ocds-5wno2w-RE-PU-IGM-2025-007-36136","RE-PU-IGM-2025-007-36136-2025-08-16T17:54:04.137Z","ADQUISICIÓN DE REPUESTOS PARA LA PRENSA SERIGRÁFICA VITESSA.","2025.072.0000.0000.01.00.000.002.000.1701.530813.000000.001.0000.0000-","","31601.93","USD"
"ocds-5wno2w-RE-PU-GIR-Z9-2025-001-37185","RE-PU-GIR-Z9-2025-001-37185-2025-08-28T18:58:33.620Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO YCORRECTIVO CON VIGENCIA TECNOLÓGICA PARA LAS CAMIONETAS CHEVROLET D-MAX PERTENECIENTES A LA JEFATURA ZONAL DE INTERVENCIÓN Y RESCATE QUITO","2025.052.0072.0000.01.00.000.001.000.1701.530405.000000.001.0000.0000-","","17793.12","USD"
"ocds-5wno2w-RE-PU-GADMPS-2025-00005-21123","RE-PU-GADMPS-2025-00005-21123-2025-09-10T20:09:45.095Z-compiled","DQUISICIÓN DE REPUESTOS GENUINOSY SERVICIO DE MANTENIMIENTO CORRECTIVO PARA EL RODILLOVIBRATORIO CATERPILLAR CS-533E DEL GADM DE PABLO SEXTO","O52.55.085.104.2025.730813.003.003","","48847.43","USD"
"ocds-5wno2w-RE-PU-HGSF-2025-011-390394","RE-PU-HGSF-2025-011-390394-2025-09-10T20:14:47.724Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO INCLUIDO POSIBLES REPUESTOS DE LOS EQUIPOS DE MARCA OCULUS DEL HOSPITAL GENERAL SAN FRANCISCO","530404-530813","","23083.74","USD"
"ocds-5wno2w-RE-PU-GADMCO-2025-14-26427","RE-PU-GADMCO-2025-14-26427-2025-08-22T18:45:04.367Z-compiled","""Contratación del servicio de Mantenimiento preventivo, correctivo y de emergencia de los ascensores del Mercado 24 de Mayo""","730404","","16174.24","USD"
"ocds-5wno2w-RE-PU-EPMT-SD-2025-002-479584","RE-PU-EPMT-SD-2025-002-479584-2025-09-10T20:13:25.102Z-compiled","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE VEHÍCULOS CATALOGO ELECTRÓNICO 2024","300320730405","","22836.53","USD"
"ocds-5wno2w-RE-PU-IESS-2025-00007-39594","RE-PU-IESS-2025-00007-39594-2025-09-03T19:15:23.174Z-compiled","CONTRATACIÓN DEL SERVICIO DE MECÁNICA AUTOMOTRIZ PARA EL MANTENIMIENTO PREVENTIVO Y CORRECTIVO, QUE INCLUYE: REPUESTOS, ACCESORIOS Y LUBRICANTES, DE LOS VEHÍCULOS DE LAS UNIDADES PROVINCIALES DEL SEGURO SOCIAL CAMPESINO CARCHI Y ESMERALDAS –CPSSCI","525302205253031452530310","","30944.80","USD"
"ocds-5wno2w-RE-PU-EENORTE-2025-082-3243","RE-PU-EENORTE-2025-082-3243-2025-10-06T19:43:16.026Z-compiled","SERVICIO DE MANTENIMIENTO LICENCIAS POWERFACTORY","5220901000000","","19115.00","USD"
"ocds-5wno2w-RE-PU-BCE-2025-004-2457","RE-PU-BCE-2025-004-2457-2025-10-07T19:38:00.299Z-compiled","SUSCRIPCIÓN AL PAQUETE ULTIMATE BUSINESS EBOOKS JOURNALS DE EBSCO Y ACCESO PERPETUO DE EBOOKS PARA LA BIBLIOTECA ECONOMICA","412210412225","","26200.00","USD"
"ocds-5wno2w-RE-PU-GADMCO-2025-012-26427","RE-PU-GADMCO-2025-012-26427-2025-08-21T18:45:12.088Z-compiled","Contratación de la renovación de Servicio del Sistema de Gestión Documental","03.A100.110.03.530702.298.10.A13.01.99.99.99.99.00","","7862.40","USD"
"ocds-5wno2w-RE-PU-GADMA-2025-004-2161","RE-PU-GADMA-2025-004-2161-2025-09-09T20:12:45.940Z-compiled","MANTENIMIENTO DE VEHÍCULOS RÉGIMEN ESPECIAL","2025.938.9999.0000.01.00.000.006.000.1801.530405.000000.002.0000.0000-","","21085.62","USD"
"ocds-5wno2w-RE-PU-EPP-2025-010-253178","RE-PU-EPP-2025-010-253178-2025-09-11T19:52:56.537Z-compiled","ADQUISICIÓN DE REPUESTOS Y/O FILTROS PARA MANTENIMIENTO PREVENTIVO DE EXCAVADORAS DOOSAN DEL PAV","REPUESTOSYPARTESDEREPARACIONVEHiCULOS","","11965.60","USD"
"ocds-5wno2w-RE-PU-INOCAR-2025-005-1006003","RE-PU-INOCAR-2025-005-1006003-2025-09-01T19:00:40.204Z-compiled","MANTENIMIENTO CORRECTIVO DE LOS GENERADORES PRINCIPALES DEL BAE ORIÓN","2025.611.0000.0000.91.00.000.001.000.0901.530404.000000.002.0000.0000-","","210000.00","USD"
"ocds-5wno2w-RE-PU-IGM-2025-005-36136","RE-PU-IGM-2025-005-36136-2025-09-15T19:20:18.335Z-compiled","SERVICIO  DEMANTENIMIENTO  PREVENTIVO Y  CORRECTIVO  PARA  LAS  MÁQUINASDOMINO DE LA DIGSD","2025.072.0000.0000.01.00.000.002.000.1701.530404.000000.001.0000.0000-","","29038.44","USD"
"ocds-5wno2w-RE-PU-UTN-2025-12-83514","RE-PU-UTN-2025-12-83514-2025-09-23T18:59:01.609Z-compiled","SUSCRIPCIÓN AL PAQUETE OVID ESPECIALIZADO EN SALUD PARA LA BIBLIOTECA DE LA UNIVERSIDAD TÉCNICA DEL NORTE","2025.169.9999.0000.82.00.000.002.000.1001.530204.000000.001.0000.0000-","","18742.50","USD"
"ocds-5wno2w-RE-PU-ESPOL-2025-011-26822","RE-PU-ESPOL-2025-011-26822-2025-08-15T17:51:15.996Z","CONTRATACIÓN DEL SERVICIO DE ACCESO Y USO A LA PLATAFORMA ANALÍTICA – BIBLIOMÉTRICA WEB OF SCIENCE PARA LA ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL ESPOL","2025.167.0000.0000.82.00.000.001.000.0901.530204.000000.003.0000.0000-","","35409.11","USD"
"ocds-5wno2w-RE-PU-15BAE-2025-002-54082","RE-PU-15BAE-2025-002-54082-2025-08-23T18:35:00.380Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO POR VIGENCIA TECNOLÓGICA PARA LOS VEHÍCULOS TIPO TOYOTA NEW FORTUNER AC 4.0 5P 4X4 TA ASIGNADO MEDIANTE ACTA DE TRASPASO POR PARTE DEL COMANDO CONJUNTO DE LAS FUERZAS ARMADAS A FAVOR DE LA FUERZA TERRESTRE.","2025.070.1050.0000.57.00.000.002.000.1705.530405.000000.001.0000.0000-","","9374.50","USD"
"ocds-5wno2w-RE-PU-DNCTSV-2025-003-2506","RE-PU-DNCTSV-2025-003-2506-2025-08-28T18:58:34.371Z-compiled","CONTRATACIÓN DE UN TALLER AUTORIZADO PARA EL SERVICIO DE MANTENIMIENTO POR VIGENCIA TECNOLÓGICA DE 10 CAMIONETAS DOBLE CABINA 4X4 MODELO 2, ADQUIRIDOS POR LA DIRECCIÓN NACIONAL DE CONTROL DE TRÁNSITO Y SEGURIDAD VIAL","2025.052.0081.0000.01.00.000.001.000.1701.530405.000000.001.0000.0000-","","9993.70","USD"
"ocds-5wno2w-RE-PU-BANEC-2025-02-722820","RE-PU-BANEC-2025-02-722820-2025-09-08T19:58:50.192Z-compiled","SERVICIO DE MEJORAS PARA EL PROCESAMIENTO DE TRANSACCIONES NO CONMUTADAS ENTRE BANECUADOR Y MASTERCARD CONFORME AL MANDATO SAFETY NET Y PROTOCOLO ISO 8583","450390060000","","31000.00","USD"
"ocds-5wno2w-RE-PU-ESPOCH-2025-09-53390","RE-PU-ESPOCH-2025-09-53390-2025-09-08T19:58:51.443Z-compiled","CONTRATACION A LA SUSCRIPCION DE LA BASE DE DATOS WORLDSCIENTIFIC JOURNALS","2025.163.9999.0000.82.00.000.001.000.0601.530702.000000.003.0000.0000-","","17993.00","USD"
"ocds-5wno2w-RE-PU-EMS-2025-002-309632","RE-PU-EMS-2025-002-309632-2025-09-12T19:11:59.416Z-compiled","Mantenimiento preventivo y correctivo del sistema de sirenas SAT-UIO","730813,730404","","20000.00","USD"
"ocds-5wno2w-RE-PU-FAME_2013-2025-002-510646","RE-PU-FAME_2013-2025-002-510646-2025-08-22T18:41:49.086Z-compiled","CONTRATACIÓN DEL SERVICIO DE SOPORTE Y MANTENIMIENTO ERP BAAN 2025","2111010101","","22911.65","USD"
"ocds-5wno2w-RE-PU-GADMCPZ-2025-016-2345","RE-PU-GADMCPZ-2025-016-2345-2025-08-20T18:24:14.754Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LAS CAMIONETAS DOBLE CABINA MARCA GREAT WALL POER AC 2.0 CD 4X2 Y 4X4 TM DIESEL CON GARANTÍA TÉCNICA DEL FABRICANTE Y VIGENCIA TECNOLÓGICA, PERTENECIENTES AL GADM-PASTAZA","360.730405.002","","6266.80","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-026-54651","RE-PU-HCAM-2025-026-54651-2025-09-09T20:12:43.895Z-compiled","ADQUISICIÓN DEL MEDICAMENTORIBOCICLIB SOLIDO ORAL 200 MG CJ X BLISTES/RIST PARA LA UNIDAD TÉCNICA DEFARMACIA HOSPITALARIA","530809","","133962.80","USD"
"ocds-5wno2w-RE-PU-CCQAHDEJL-2025-02-110887","RE-PU-CCQAHDEJL-2025-02-110887-2025-10-16T20:06:20.908Z-compiled","CONTRATACIÓN DEL SERVICIO DE SISTEMA PACS Y ENTREGA DE RESULTADOS, INCLUIDO MANTENIMIENTO PREVENTIVO DE SOFTWARE Y HARDWARE PARA EL ÁREA DE IMAGENOLOGÍA DEL CCQA HOSPITAL DEL DÍA EFRÉN JURADO LÓPEZ","530404","","43200.00","USD"
"ocds-5wno2w-RE-PU-HG-AM-2025-002-2764","RE-PU-HG-AM-2025-002-2764-2025-08-20T18:27:35.488Z-compiled","CONTRATACION DE MANTENIMIENTO PREVENTIVO CORRECTIVO Y COMPRA DE REPUESTOSY ACCESORIOS PARA LOS EQUIPOS DEL SERVICIO DE OFTALMOLOGÍA DE LAS MARCAS:NIDEK, AKRUS GMBH&CO, ZIEMER, HAAG-STREIT, HEINE DEL HOSPITAL GENERAL AMBATOHG - AM","02.00.000.004.530813.1801.601.0000.0000","","173666.47","USD"
"ocds-5wno2w-RE-PU-HGP-2025-002-2711","RE-PU-HGP-2025-002-2711-2025-10-07T19:30:36.952Z-compiled","ADQUISICIÓN DE DISPOSITIVOS MÉDICOS EXCLUSIVO SENSORES DE FLUJO PARA VENTILADORES MECÁNICOS C2 Y G5 DEL HOSPITAL GENERAL PUYO","2025.320.1400.0000.90.00.000.001.000.1601.530826.000000.001.0000.0000-","","7000.00","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-027-54651","RE-PU-HCAM-2025-027-54651-2025-09-10T20:09:39.609Z-compiled","MANTENIMIENTO PREVENTIVO Y CORRECTIVO INCLUYE INSUMOS PARA LA TORRE DE GRABACIÓN DE CD RIMAGE PERTENECIENTE AL HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARÍN","530813-530404","","66660.00","USD"
"ocds-5wno2w-RE-PU-HG-IB-2025-005-3260","RE-PU-HG-IB-2025-005-3260-2025-09-19T19:48:41.400Z-compiled","PROVISIÓN Y TRANSPORTE DE COMBUSTIBLE PARA CALDERAS DEL HOSPITAL GENERAL IBARRA HG-IB","530255","","160000.00","USD"
"ocds-5wno2w-RE-PU-HGSQ-2025-010-868544","RE-PU-HGSQ-2025-010-868544-2025-09-27T18:59:12.303Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS EQUIPOS MARCA NIHON KOHDEN DEL HOSPITAL GENERAL DEL SUR DE QUITO","530404-530813","","408125.83","USD"
"ocds-5wno2w-RE-PU-HEJCA-2025-317-87497","RE-PU-HEJCA-2025-317-87497-2025-09-30T19:05:09.455Z-compiled","ADQUISICIÓN DE FRESAS PARA LA UNIDAD DENEUROCIRUGIA","530826","","37500.00","USD"
"ocds-5wno2w-RE-PU-MMQEP-2025-002-466373","RE-PU-MMQEP-2025-002-466373-2025-09-30T19:05:03.126Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL SISTEMA SICPARK","530701","","13862.00","USD"
"ocds-5wno2w-RE-PU-HGM-CZ6-2025-002-96571","RE-PU-HGM-CZ6-2025-002-96571-2025-10-07T19:30:36.828Z-compiled","ADQUISICIÓN DE REPUESTOS PARA EQUIPO ESTERILIZADOR TUTTNAUER DEL HOSPITAL GENERAL DE MACAS","2025.320.1360.0000.57.00.000.001.000.1401.530813.000000.002.0000.0000-","","526.46","USD"
"ocds-5wno2w-RE-PU-ESPOL-2025-015-26822","RE-PU-ESPOL-2025-015-26822-2025-09-24T18:55:42.427Z-compiled","SERVICIO EN LÍNEA PARA EL CONTROL ANTIPLAGIO DE DOCUMENTOS EMITIDOS POR ESTUDIANTES, DOCENTES E INVESTIGADORES DE LA ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL ESPOL, A TRAVÉS DE UNA PLATAFORMA INFORMÁTICA","2025.167.0000.0000.01.00.000.001.000.0901.530418.000000.002.7001.0010-","","35601.20","USD"
"ocds-5wno2w-RE-PU-CZ6S-2025-001-443199","RE-PU-CZ6S-2025-001-443199-2025-09-30T19:05:08.485Z-compiled","ADQUISICIÓN DE MICROCUBETAS PARA LA TOMA DE HEMOGLOBINA CAPILAR A NIÑOS, NIÑAS DE 6 A 23 MESES DE EDADY GESTANTES -COORDINACIÓN ZONAL 6","2025.320.0056.0000.55.00.009.002.000.0101.730802.000000.202.2004.4141-123200000.0000.388051","","76899.77","USD"
"ocds-5wno2w-RE-PU-EPMAPS-2025-004-258814","RE-PU-EPMAPS-2025-004-258814-2025-10-07T19:30:37.082Z-compiled","SUSCRIPCION DE USO HERRAMIENTA POWER BUILDER","530702","","5500.00","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-031-54651","RE-PU-HCAM-2025-031-54651-2025-09-23T18:59:02.661Z-compiled","Adquisición de Colchones Hospitalarios para camas LINET para las diferentes áreas del Hospital de Especialidades Carlos Andrade Marín","840103","","278767.04","USD"
"ocds-5wno2w-RE-PU-ESPOL-2025-016-26822","RE-PU-ESPOL-2025-016-26822-2025-09-12T19:15:24.834Z-compiled","CONTRATACIÓN DEL SERVICIO DE ACCESO Y USO A LA PLATAFORMA ANALÍTICA – BIBLIOMÉTRICA WEB OF SCIENCE PARA LA ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL ESPOL","2025.167.0000.0000.82.00.000.001.000.0901.530204.000000.003.0000.0000-","","35409.11","USD"
"ocds-5wno2w-RE-PU-HGSQ-2025-011-868544","RE-PU-HGSQ-2025-011-868544-2025-09-18T19:28:58.122Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LAS CABINAS CRUMA DEL HOSPITAL GENERAL DEL SUR DE QUITO","530404-530813","","283018.19","USD"
"ocds-5wno2w-RE-PU-EPN-2025-009-45554","RE-PU-EPN-2025-009-45554-2025-08-19T17:54:54.810Z-compiled","Adquisición de transductores de desplazamiento para el Centro de Investigación de la Vivienda","2025.177.9999.0000.82.00.000.009.000.1701.840104.000000.003.0000.0000-","","16479.35","USD"
"ocds-5wno2w-RE-PU-CNELEP-2025-12-462114","RE-PU-CNELEP-2025-12-462114-2025-10-15T20:11:56.357Z-compiled","MAN Mantenimiento preventivo y correctivo del sistema y equipos hidráulicos de seis vehículos canasta tipo telescópico que incluye vigencia tecnológica de CNEL EP Unidad de Negocio Manabí 2025 -2027 GAF","521020105000000","","134798.40","USD"
"ocds-5wno2w-RE-PU-EMAPASR-EP-2025-02-275027","RE-PU-EMAPASR-EP-2025-02-275027-2025-09-12T19:11:59.185Z-compiled","MANTENIMIENTO PREVENTIVO PARA LASRETROEXCAVADORAS CAT 420 Y CAT 420E DE LA EMPRESA PUBLICA DE AGUA POTABLE YALCANTARILLADO DEL CANTÓN SANTA ROSA,EMAPASR-EP DE LA PROVINCIA DE EL ORO","331.5.3.04.04341.5.3.04.04","","13872.96","USD"
"ocds-5wno2w-RE-PU-HGIIIDE-TARQUI2025-004-88080","RE-PU-HGIIIDE-TARQUI2025-004-88080-2025-09-16T19:10:53.553Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DEL ÁREA DE QUIRÓFANO CON VIGENCIA TECNOLÓGICA.","2025.070.1058.0000.92.00.000.003.000.0101.530404.000000.002.0000.0000-","","1321.78","USD"
"ocds-5wno2w-RE-PU-GADMUR-2025-012-2485","RE-PU-GADMUR-2025-012-2485-2025-09-18T19:29:03.167Z-compiled","SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE MAQUINARIAS Y EQUIPOS DEL GADMUR - ADQUISICIÓN DE REPUESTOS Y O ACCESORIOS PARA VEHÍCULOS MAQUINARIAS EQUIPOS Y OTROS DE PROPIEDAD DEL GADMUR - ADQUISICIÓN DE LUBRICANTES PARA VEHÍCULOS, MAQUINARIAS EQUIPOS","840","","23004.99","USD"
"ocds-5wno2w-RE-PU-GADPO-2025-36-29112","RE-PU-GADPO-2025-36-29112-2025-10-03T19:09:57.199Z-compiled","ADQUISICIÒN DE REPUESTOS PARA LOS VOLQUETES HINO FM 500, DE PROPIEDAD DEL GOBIERNO AUTÒNOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA.","22.02.702.018.00.00.7.73.08.13.000.004.0000.0000.0","","75775.59","USD"
"ocds-5wno2w-RE-PU-GADMA-2025-003-2161","RE-PU-GADMA-2025-003-2161-2025-09-19T19:48:21.778Z-compiled","ARRENDAMIENTO DE DBTOOL","2025.938.9999.0000.01.00.000.008.000.1801.530702.000000.002.0000.0000-","","10528.89","USD"
"ocds-5wno2w-RE-PU-ESANGU-2025-002-81606","RE-PU-ESANGU-2025-002-81606-2025-08-20T18:24:17.960Z-compiled","SERVICIO DE MANTENIMIENTO, PREVENTIVO Y CORRECTIVO PARA DOS 2 VEHÍCULOS TIPO CAMIONETA MARCA GREAT WALL MODELO POER AC 4X2, DEPROPIEDAD DE LA ESTACIÓN AERONAVAL DE GUAYAQUIL","2025.070.3002.0000.01.00.000.001.000.0901.530302.000000.001.0000.0000-","","1741.00","USD"
"ocds-5wno2w-RE-PU-CRCG-2025-003-97147","RE-PU-CRCG-2025-003-97147-2025-09-16T19:10:52.029Z-compiled","ADQUISICIÓN DE TARJETAS DE CEDULACIÓN PARA LA EMISIÓN DE DOCUMENTOS DE IDENTIDAD","530807","","696000.00","USD"
"ocds-5wno2w-RE-PU-EMASEO-EP-2025-005-276265","RE-PU-EMASEO-EP-2025-005-276265-2025-09-26T18:55:50.845Z-compiled","CONTRATACION DEL SERVICIO DE MANTENIMIENTO DE MOTOCICLETAS PARA LOS INSPECTORES DE HIGIENE Y ASEO CON VIGENCIA TECNOLOGICA","630405","","51643.90","USD"
"ocds-5wno2w-RE-PU-EPMR-2025-001-322368","RE-PU-EPMR-2025-001-322368-2025-10-08T19:40:20.103Z-compiled","SOPORTE Y MANTENIMIENTO DEL SISTEMA CGWEB","5307010000","","16356.00","USD"
"ocds-5wno2w-RE-PU-CCQAHDEJL-2025-03-110887","RE-PU-CCQAHDEJL-2025-03-110887-2025-10-16T20:06:21.127Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DETECTORES FLAT PANEL DR701C Y 501G UBICADO EN EL ÁREA DE IMAGENOLOGÍA DEL CCQA HOSPITAL DEL DÍA EFRÉN JURADO LÓPEZ","530404","","16000.00","USD"
"ocds-5wno2w-RE-PU-CCQAHDEJL-2025-04-110887","RE-PU-CCQAHDEJL-2025-04-110887-2025-10-16T20:06:21.306Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS MEDICOS DEL ÁREA DE IMAGENOLOGÍA RAYOS X SHIMADZU RS50, RADSPEED Y MAMOGRAFÍA MELODY II DEL CCQA HOSPITAL DEL DÍA EFRÉN JURADO LÓPEZ","530404","","42000.00","USD"
